Monitoring CPU usage of iperf3   PID CPU    PCT CMDLINE
     0 sum   0.00 
   PID CPU    PCT CMDLINE
     0 sum   0.00 
   PID CPU    PCT CMDLINE
     0 sum   0.00 
   PID CPU    PCT CMDLINE
     0 sum   0.00 
   PID CPU    PCT CMDLINE
     0 sum   0.00 
   PID CPU    PCT CMDLINE
     0 sum   0.00 
   PID CPU    PCT CMDLINE
     0 sum   0.00 
   PID CPU    PCT CMDLINE
3094947  19   0.15 iperf3 -s
3094947  24   6.95 iperf3 -s
3094947  25   0.25 iperf3 -s
3094947  26   4.47 iperf3 -s
3094947  27   1.32 iperf3 -s
3094947  38   4.06 iperf3 -s
3094947 sum  27.00 iperf3 -s
   PID CPU    PCT CMDLINE
3094947   4   0.20 iperf3 -s
3094947   5   2.46 iperf3 -s
3094947   6   4.89 iperf3 -s
3094947   7   0.47 iperf3 -s
3094947  19   9.64 iperf3 -s
3094947  24   5.42 iperf3 -s
3094947  25   0.04 iperf3 -s
3094947  26   0.02 iperf3 -s
3094947  27   2.25 iperf3 -s
3094947  38   0.12 iperf3 -s
3094947  39   0.53 iperf3 -s
3094947 sum  26.04 iperf3 -s
   PID CPU    PCT CMDLINE
3094947   4   6.23 iperf3 -s
3094947   5   0.11 iperf3 -s
3094947   6   3.16 iperf3 -s
3094947   7   3.18 iperf3 -s
3094947  18   1.13 iperf3 -s
3094947  19   3.70 iperf3 -s
3094947  24   0.05 iperf3 -s
3094947  25   0.60 iperf3 -s
3094947  26   0.04 iperf3 -s
3094947  27   4.29 iperf3 -s
3094947  39   2.69 iperf3 -s
3094947 sum  25.18 iperf3 -s
   PID CPU    PCT CMDLINE
3094947   5   1.62 iperf3 -s
3094947   6   6.38 iperf3 -s
3094947   7   4.79 iperf3 -s
3094947  18   1.03 iperf3 -s
3094947  24   1.42 iperf3 -s
3094947  25   0.80 iperf3 -s
3094947  27   0.23 iperf3 -s
3094947  38   8.78 iperf3 -s
3094947 sum  25.05 iperf3 -s
   PID CPU    PCT CMDLINE
3094947  18   1.31 iperf3 -s
3094947  19  10.86 iperf3 -s
3094947  24   8.58 iperf3 -s
3094947  25   4.87 iperf3 -s
3094947 sum  25.62 iperf3 -s
   PID CPU    PCT CMDLINE
3094947   4   2.86 iperf3 -s
3094947   5   0.20 iperf3 -s
3094947   6   7.95 iperf3 -s
3094947  18   0.08 iperf3 -s
3094947  19   0.43 iperf3 -s
3094947  24   1.22 iperf3 -s
3094947  25   0.80 iperf3 -s
3094947  26   9.80 iperf3 -s
3094947  38   0.27 iperf3 -s
3094947  39   1.33 iperf3 -s
3094947 sum  24.94 iperf3 -s
   PID CPU    PCT CMDLINE
3094947   5  11.51 iperf3 -s
3094947  26   5.37 iperf3 -s
3094947  27   8.24 iperf3 -s
3094947 sum  25.12 iperf3 -s
   PID CPU    PCT CMDLINE
3094947   5   1.72 iperf3 -s
3094947  18   0.29 iperf3 -s
3094947  19   0.15 iperf3 -s
3094947  24   1.71 iperf3 -s
3094947  25  17.02 iperf3 -s
3094947  26   4.45 iperf3 -s
3094947 sum  25.34 iperf3 -s
   PID CPU    PCT CMDLINE
3094947   4   1.60 iperf3 -s
3094947   5   0.56 iperf3 -s
3094947   6   1.53 iperf3 -s
3094947   7   0.19 iperf3 -s
3094947  18   0.41 iperf3 -s
3094947  19   0.85 iperf3 -s
3094947  24  10.74 iperf3 -s
3094947  25   0.13 iperf3 -s
3094947  26   1.75 iperf3 -s
3094947  39   7.47 iperf3 -s
3094947 sum  25.23 iperf3 -s
   PID CPU    PCT CMDLINE
3094947   7   0.06 iperf3 -s
3094947  24   0.59 iperf3 -s
3094947  25   0.04 iperf3 -s
3094947  26   0.16 iperf3 -s
3094947  27   1.30 iperf3 -s
3094947  38   7.74 iperf3 -s
3094947  39  15.75 iperf3 -s
3094947 sum  25.64 iperf3 -s
   PID CPU    PCT CMDLINE
3094947   4   7.47 iperf3 -s
3094947   6   2.66 iperf3 -s
3094947   7   4.62 iperf3 -s
3094947  18   0.02 iperf3 -s
3094947  19   3.78 iperf3 -s
3094947  39   7.23 iperf3 -s
3094947 sum  25.78 iperf3 -s
   PID CPU    PCT CMDLINE
3094947   4   2.31 iperf3 -s
3094947   5   6.69 iperf3 -s
3094947   6   7.84 iperf3 -s
3094947   7   0.01 iperf3 -s
3094947  19   4.65 iperf3 -s
3094947  25   0.01 iperf3 -s
3094947  27   0.74 iperf3 -s
3094947  38   1.81 iperf3 -s
3094947  39   1.62 iperf3 -s
3094947 sum  25.68 iperf3 -s
   PID CPU    PCT CMDLINE
3094947   4  10.58 iperf3 -s
3094947   5   0.26 iperf3 -s
3094947   7   0.01 iperf3 -s
3094947  18   5.26 iperf3 -s
3094947  19   5.33 iperf3 -s
3094947  27   0.80 iperf3 -s
3094947  38   3.06 iperf3 -s
3094947  39   0.03 iperf3 -s
3094947 sum  25.33 iperf3 -s
   PID CPU    PCT CMDLINE
3094947   5   1.72 iperf3 -s
3094947   6   2.68 iperf3 -s
3094947   7   1.53 iperf3 -s
3094947  18   0.92 iperf3 -s
3094947  19   2.24 iperf3 -s
3094947  24   2.65 iperf3 -s
3094947  25   1.00 iperf3 -s
3094947  26   1.50 iperf3 -s
3094947  27   0.20 iperf3 -s
3094947  38  10.29 iperf3 -s
3094947  39   0.84 iperf3 -s
3094947 sum  25.57 iperf3 -s
   PID CPU    PCT CMDLINE
3094947   4  23.66 iperf3 -s
3094947  38   0.50 iperf3 -s
3094947  39   1.23 iperf3 -s
3094947 sum  25.39 iperf3 -s
   PID CPU    PCT CMDLINE
3094947   4   4.34 iperf3 -s
3094947   6   0.01 iperf3 -s
3094947  25  10.26 iperf3 -s
3094947  27   0.66 iperf3 -s
3094947  38  10.17 iperf3 -s
3094947 sum  25.44 iperf3 -s
   PID CPU    PCT CMDLINE
3094947   4   0.66 iperf3 -s
3094947   5   0.51 iperf3 -s
3094947  18  10.31 iperf3 -s
3094947  19   0.63 iperf3 -s
3094947  24   4.64 iperf3 -s
3094947  25   0.41 iperf3 -s
3094947  26   4.27 iperf3 -s
3094947  38   3.62 iperf3 -s
3094947  39   0.22 iperf3 -s
3094947 sum  25.27 iperf3 -s
   PID CPU    PCT CMDLINE
3094947  18  11.54 iperf3 -s
3094947  19   8.74 iperf3 -s
3094947  26   1.82 iperf3 -s
3094947  27   3.49 iperf3 -s
3094947  39   0.01 iperf3 -s
3094947 sum  25.60 iperf3 -s
   PID CPU    PCT CMDLINE
3094947   4   8.51 iperf3 -s
3094947   5   0.04 iperf3 -s
3094947   6   0.01 iperf3 -s
3094947   7   1.09 iperf3 -s
3094947  18  12.49 iperf3 -s
3094947  19   0.06 iperf3 -s
3094947  24   0.03 iperf3 -s
3094947  25   0.24 iperf3 -s
3094947  27   0.63 iperf3 -s
3094947  38   2.95 iperf3 -s
3094947  39   0.21 iperf3 -s
3094947 sum  26.26 iperf3 -s
   PID CPU    PCT CMDLINE
3094947   4   0.04 iperf3 -s
3094947   5   0.33 iperf3 -s
3094947   7   0.32 iperf3 -s
3094947  18   1.67 iperf3 -s
3094947  19   0.49 iperf3 -s
3094947  24   1.13 iperf3 -s
3094947  26   0.68 iperf3 -s
3094947  27  18.03 iperf3 -s
3094947  38   0.03 iperf3 -s
3094947  39   3.97 iperf3 -s
3094947 sum  26.69 iperf3 -s
   PID CPU    PCT CMDLINE
3094947   4   1.76 iperf3 -s
3094947   5   1.77 iperf3 -s
3094947   6   0.42 iperf3 -s
3094947   7   0.77 iperf3 -s
3094947  18   0.02 iperf3 -s
3094947  19   1.47 iperf3 -s
3094947  24   0.24 iperf3 -s
3094947  25   0.94 iperf3 -s
3094947  26   0.80 iperf3 -s
3094947  27   4.00 iperf3 -s
3094947  38   6.63 iperf3 -s
3094947  39   8.40 iperf3 -s
3094947 sum  27.22 iperf3 -s
   PID CPU    PCT CMDLINE
3094947   4   0.58 iperf3 -s
3094947   5   0.98 iperf3 -s
3094947   7   0.50 iperf3 -s
3094947  18   0.54 iperf3 -s
3094947  19   0.09 iperf3 -s
3094947  24   3.52 iperf3 -s
3094947  25   7.29 iperf3 -s
3094947  26   1.39 iperf3 -s
3094947  27   0.80 iperf3 -s
3094947  38  11.66 iperf3 -s
3094947  39   0.01 iperf3 -s
3094947 sum  27.36 iperf3 -s
   PID CPU    PCT CMDLINE
3094947   4   9.86 iperf3 -s
3094947   5   0.97 iperf3 -s
3094947  18   3.36 iperf3 -s
3094947  19   0.45 iperf3 -s
3094947  25   0.12 iperf3 -s
3094947  27   0.24 iperf3 -s
3094947  38  11.82 iperf3 -s
3094947  39   0.24 iperf3 -s
3094947 sum  27.06 iperf3 -s
   PID CPU    PCT CMDLINE
3094947   4   6.24 iperf3 -s
3094947   5   1.22 iperf3 -s
3094947   6   1.36 iperf3 -s
3094947   7   2.36 iperf3 -s
3094947  19   2.42 iperf3 -s
3094947  24   0.01 iperf3 -s
3094947  25   0.38 iperf3 -s
3094947  26   3.07 iperf3 -s
3094947  27   0.00 iperf3 -s
3094947  38   8.64 iperf3 -s
3094947  39   1.48 iperf3 -s
3094947 sum  27.18 iperf3 -s
   PID CPU    PCT CMDLINE
3094947   4   1.03 iperf3 -s
3094947   5   2.07 iperf3 -s
3094947   6   0.82 iperf3 -s
3094947   7   0.41 iperf3 -s
3094947  18   2.57 iperf3 -s
3094947  19   1.79 iperf3 -s
3094947  24   0.09 iperf3 -s
3094947  26   2.06 iperf3 -s
3094947  27   4.05 iperf3 -s
3094947  38   8.29 iperf3 -s
3094947  39   4.40 iperf3 -s
3094947 sum  27.58 iperf3 -s
   PID CPU    PCT CMDLINE
3094947   4   0.68 iperf3 -s
3094947   5   0.56 iperf3 -s
3094947   6   0.34 iperf3 -s
3094947  18   1.32 iperf3 -s
3094947  19   3.97 iperf3 -s
3094947  24  10.45 iperf3 -s
3094947  25   0.42 iperf3 -s
3094947  26   4.90 iperf3 -s
3094947  27   4.45 iperf3 -s
3094947  39   0.02 iperf3 -s
3094947 sum  27.11 iperf3 -s
   PID CPU    PCT CMDLINE
3094947   7   0.15 iperf3 -s
3094947  18   1.82 iperf3 -s
3094947  19   2.87 iperf3 -s
3094947  24   7.71 iperf3 -s
3094947  25   8.96 iperf3 -s
3094947  26   1.89 iperf3 -s
3094947  27   3.69 iperf3 -s
3094947  38   0.00 iperf3 -s
3094947  39   0.02 iperf3 -s
3094947 sum  27.11 iperf3 -s
   PID CPU    PCT CMDLINE
3094947   4   5.34 iperf3 -s
3094947   5   0.71 iperf3 -s
3094947   6   5.35 iperf3 -s
3094947   7   2.22 iperf3 -s
3094947  18   0.16 iperf3 -s
3094947  24   9.59 iperf3 -s
3094947  26   0.84 iperf3 -s
3094947  27   0.42 iperf3 -s
3094947  38   0.72 iperf3 -s
3094947  39   1.91 iperf3 -s
3094947 sum  27.26 iperf3 -s
   PID CPU    PCT CMDLINE
3094947   4   0.09 iperf3 -s
3094947   5   4.78 iperf3 -s
3094947   6   1.18 iperf3 -s
3094947   7   0.16 iperf3 -s
3094947  18   0.22 iperf3 -s
3094947  19   0.91 iperf3 -s
3094947  24   0.68 iperf3 -s
3094947  25   0.07 iperf3 -s
3094947  26   0.01 iperf3 -s
3094947  38  19.22 iperf3 -s
3094947  39   0.03 iperf3 -s
3094947 sum  27.35 iperf3 -s
   PID CPU    PCT CMDLINE
3094947   6   1.82 iperf3 -s
3094947   7   0.09 iperf3 -s
3094947  18   0.09 iperf3 -s
3094947  19   0.74 iperf3 -s
3094947  24   1.44 iperf3 -s
3094947  25   1.77 iperf3 -s
3094947  26   0.05 iperf3 -s
3094947  27  12.80 iperf3 -s
3094947  38   8.26 iperf3 -s
3094947 sum  27.06 iperf3 -s
   PID CPU    PCT CMDLINE
3094947   5   3.98 iperf3 -s
3094947   6   0.66 iperf3 -s
3094947   7   1.35 iperf3 -s
3094947  24   0.02 iperf3 -s
3094947  25   3.48 iperf3 -s
3094947  26   2.35 iperf3 -s
3094947  27  13.92 iperf3 -s
3094947  38   1.56 iperf3 -s
3094947 sum  27.32 iperf3 -s
   PID CPU    PCT CMDLINE
3094947   5   0.01 iperf3 -s
3094947  18   0.05 iperf3 -s
3094947  25   0.02 iperf3 -s
3094947  26   4.27 iperf3 -s
3094947  27   0.11 iperf3 -s
3094947  38  22.64 iperf3 -s
3094947 sum  27.10 iperf3 -s
   PID CPU    PCT CMDLINE
3094947   4   4.04 iperf3 -s
3094947   5   0.18 iperf3 -s
3094947   6   4.11 iperf3 -s
3094947   7   0.07 iperf3 -s
3094947  18  12.13 iperf3 -s
3094947  19   0.01 iperf3 -s
3094947  24   1.92 iperf3 -s
3094947  38   4.56 iperf3 -s
3094947 sum  27.02 iperf3 -s
   PID CPU    PCT CMDLINE
3094947   4   0.71 iperf3 -s
3094947   5   1.79 iperf3 -s
3094947  24   7.83 iperf3 -s
3094947  26   0.41 iperf3 -s
3094947  27   4.83 iperf3 -s
3094947  39  11.64 iperf3 -s
3094947 sum  27.21 iperf3 -s
   PID CPU    PCT CMDLINE
3094947   4   0.08 iperf3 -s
3094947   5  10.55 iperf3 -s
3094947   6   2.36 iperf3 -s
3094947   7   0.20 iperf3 -s
3094947  18   0.01 iperf3 -s
3094947  19   3.57 iperf3 -s
3094947  24   5.40 iperf3 -s
3094947  25   2.29 iperf3 -s
3094947  39   2.14 iperf3 -s
3094947 sum  26.60 iperf3 -s
   PID CPU    PCT CMDLINE
3094947   4   0.63 iperf3 -s
3094947   6   0.58 iperf3 -s
3094947   7   0.02 iperf3 -s
3094947  18   6.37 iperf3 -s
3094947  25   2.11 iperf3 -s
3094947  26   1.75 iperf3 -s
3094947  27   0.01 iperf3 -s
3094947  38   0.30 iperf3 -s
3094947  39  14.58 iperf3 -s
3094947 sum  26.35 iperf3 -s
   PID CPU    PCT CMDLINE
3094947   4   7.85 iperf3 -s
3094947  18   1.69 iperf3 -s
3094947  24   0.28 iperf3 -s
3094947  25  10.41 iperf3 -s
3094947  26   2.57 iperf3 -s
3094947  27   1.94 iperf3 -s
3094947  38   0.16 iperf3 -s
3094947  39   0.78 iperf3 -s
3094947 sum  25.68 iperf3 -s
   PID CPU    PCT CMDLINE
3094947   4   3.78 iperf3 -s
3094947   5   2.69 iperf3 -s
3094947   6   0.11 iperf3 -s
3094947  19   0.01 iperf3 -s
3094947  24   1.06 iperf3 -s
3094947  25   0.82 iperf3 -s
3094947 sum   8.47 iperf3 -s
   PID CPU    PCT CMDLINE
     0 sum   0.00 
   PID CPU    PCT CMDLINE
     0 sum   0.00 
   PID CPU    PCT CMDLINE
     0 sum   0.00 
   PID CPU    PCT CMDLINE
     0 sum   0.00 
   PID CPU    PCT CMDLINE
     0 sum   0.00 
   PID CPU    PCT CMDLINE
     0 sum   0.00 
   PID CPU    PCT CMDLINE
     0 sum   0.00 
   PID CPU    PCT CMDLINE
     0 sum   0.00 
   PID CPU    PCT CMDLINE
     0 sum   0.00 
   PID CPU    PCT CMDLINE
     0 sum   0.00 
   PID CPU    PCT CMDLINE
     0 sum   0.00 
   PID CPU    PCT CMDLINE
     0 sum   0.00 
   PID CPU    PCT CMDLINE
     0 sum   0.00 
   PID CPU    PCT CMDLINE
     0 sum   0.00 
   PID CPU    PCT CMDLINE
     0 sum   0.00 
   PID CPU    PCT CMDLINE
     0 sum   0.00 
   PID CPU    PCT CMDLINE
     0 sum   0.00 
   PID CPU    PCT CMDLINE
3096331   0   0.00 sudo stap -o ./cpu/sriov_server.txt cpu_usage.stp iperf3
3096334   1   0.00 stap -o ./cpu/sriov_server.txt cpu_usage.stp iperf3
3096334 sum   0.00 stap -o ./cpu/sriov_server.txt cpu_usage.stp iperf3
