Monitoring CPU usage of iperf3   PID CPU    PCT CMDLINE
     0 sum   0.00 
   PID CPU    PCT CMDLINE
     0 sum   0.00 
   PID CPU    PCT CMDLINE
     0 sum   0.00 
   PID CPU    PCT CMDLINE
     0 sum   0.00 
   PID CPU    PCT CMDLINE
     0 sum   0.00 
   PID CPU    PCT CMDLINE
900952 sum  26.02 iperf3 -s
   PID CPU    PCT CMDLINE
900952   4  16.82 iperf3 -s
900952  25   5.92 iperf3 -s
900952  27   0.64 iperf3 -s
900952  38   0.49 iperf3 -s
900952  39   2.17 iperf3 -s
900952 sum  26.04 iperf3 -s
   PID CPU    PCT CMDLINE
900952   4   0.18 iperf3 -s
900952   5   2.04 iperf3 -s
900952   7   1.26 iperf3 -s
900952  25  22.34 iperf3 -s
900952  26   0.92 iperf3 -s
900952 sum  26.74 iperf3 -s
   PID CPU    PCT CMDLINE
900952   4   3.18 iperf3 -s
900952   6   0.61 iperf3 -s
900952   7   2.28 iperf3 -s
900952  18   0.50 iperf3 -s
900952  19   0.09 iperf3 -s
900952  25   0.69 iperf3 -s
900952  27  17.27 iperf3 -s
900952  38   1.79 iperf3 -s
900952 sum  26.41 iperf3 -s
   PID CPU    PCT CMDLINE
900952   4   0.05 iperf3 -s
900952   5   0.03 iperf3 -s
900952   7   0.03 iperf3 -s
900952  19   0.84 iperf3 -s
900952  24   0.50 iperf3 -s
900952  26   0.49 iperf3 -s
900952  27  14.90 iperf3 -s
900952  38   2.05 iperf3 -s
900952  39   7.62 iperf3 -s
900952 sum  26.51 iperf3 -s
   PID CPU    PCT CMDLINE
900952   4   3.53 iperf3 -s
900952   6   0.02 iperf3 -s
900952  18   0.84 iperf3 -s
900952  19   0.01 iperf3 -s
900952  24   0.28 iperf3 -s
900952  25  15.62 iperf3 -s
900952  26   0.17 iperf3 -s
900952  39   5.94 iperf3 -s
900952 sum  26.41 iperf3 -s
   PID CPU    PCT CMDLINE
900952  25   3.86 iperf3 -s
900952  27  22.15 iperf3 -s
900952 sum  26.01 iperf3 -s
   PID CPU    PCT CMDLINE
900952   4   6.07 iperf3 -s
900952   5   0.05 iperf3 -s
900952   6   1.65 iperf3 -s
900952   7   3.10 iperf3 -s
900952  18   0.87 iperf3 -s
900952  19   1.18 iperf3 -s
900952  24   0.14 iperf3 -s
900952  25   6.17 iperf3 -s
900952  26   1.19 iperf3 -s
900952  27   4.22 iperf3 -s
900952  38   0.68 iperf3 -s
900952  39   1.51 iperf3 -s
900952 sum  26.83 iperf3 -s
   PID CPU    PCT CMDLINE
900952   5   1.56 iperf3 -s
900952   6   0.22 iperf3 -s
900952  18   7.26 iperf3 -s
900952  19   1.73 iperf3 -s
900952  25   6.66 iperf3 -s
900952  26   0.61 iperf3 -s
900952  27   1.34 iperf3 -s
900952  38   0.11 iperf3 -s
900952  39   6.98 iperf3 -s
900952 sum  26.47 iperf3 -s
   PID CPU    PCT CMDLINE
900952   4   0.24 iperf3 -s
900952   5   0.02 iperf3 -s
900952   6   5.96 iperf3 -s
900952   7   2.49 iperf3 -s
900952  18   2.48 iperf3 -s
900952  19   2.04 iperf3 -s
900952  24  14.92 iperf3 -s
900952  25   0.35 iperf3 -s
900952  26   0.09 iperf3 -s
900952  27   0.27 iperf3 -s
900952  38   0.12 iperf3 -s
900952  39   0.01 iperf3 -s
900952 sum  28.99 iperf3 -s
   PID CPU    PCT CMDLINE
900952  24   4.20 iperf3 -s
900952  25   1.67 iperf3 -s
900952  26   0.03 iperf3 -s
900952  38  19.79 iperf3 -s
900952 sum  25.69 iperf3 -s
   PID CPU    PCT CMDLINE
900952   4   3.67 iperf3 -s
900952   5   0.54 iperf3 -s
900952   6   0.42 iperf3 -s
900952   7   1.79 iperf3 -s
900952  18   4.46 iperf3 -s
900952  24   0.04 iperf3 -s
900952  25   0.70 iperf3 -s
900952  26   0.13 iperf3 -s
900952  27   5.47 iperf3 -s
900952  38   5.59 iperf3 -s
900952  39   3.73 iperf3 -s
900952 sum  26.54 iperf3 -s
   PID CPU    PCT CMDLINE
900952   4   1.52 iperf3 -s
900952   5   6.67 iperf3 -s
900952   6   5.59 iperf3 -s
900952  18  12.81 iperf3 -s
900952  19   0.01 iperf3 -s
900952  27   0.61 iperf3 -s
900952  38   0.46 iperf3 -s
900952  39   0.85 iperf3 -s
900952 sum  28.52 iperf3 -s
   PID CPU    PCT CMDLINE
900952   4   0.38 iperf3 -s
900952   5   1.63 iperf3 -s
900952   6   6.22 iperf3 -s
900952   7   1.41 iperf3 -s
900952  18   1.33 iperf3 -s
900952  27  10.70 iperf3 -s
900952  38   6.20 iperf3 -s
900952  39   1.12 iperf3 -s
900952 sum  28.99 iperf3 -s
   PID CPU    PCT CMDLINE
900952   4   1.02 iperf3 -s
900952   5   0.81 iperf3 -s
900952   6   9.03 iperf3 -s
900952   7   0.48 iperf3 -s
900952  18   2.53 iperf3 -s
900952  19   2.09 iperf3 -s
900952  25  10.71 iperf3 -s
900952  26   0.93 iperf3 -s
900952  27   0.12 iperf3 -s
900952  38   1.31 iperf3 -s
900952  39   1.59 iperf3 -s
900952 sum  30.62 iperf3 -s
   PID CPU    PCT CMDLINE
900952   4  15.87 iperf3 -s
900952  25   6.47 iperf3 -s
900952  27   3.78 iperf3 -s
900952 sum  26.12 iperf3 -s
   PID CPU    PCT CMDLINE
900952   4   6.81 iperf3 -s
900952   5   1.98 iperf3 -s
900952   6   0.02 iperf3 -s
900952  19   4.12 iperf3 -s
900952  24   2.11 iperf3 -s
900952  25   5.28 iperf3 -s
900952  26   2.77 iperf3 -s
900952  27   1.11 iperf3 -s
900952  39   1.86 iperf3 -s
900952 sum  26.06 iperf3 -s
   PID CPU    PCT CMDLINE
900952   4   5.35 iperf3 -s
900952   6   0.86 iperf3 -s
900952   7   0.65 iperf3 -s
900952  18   0.66 iperf3 -s
900952  24   0.98 iperf3 -s
900952  25   4.27 iperf3 -s
900952  26   0.15 iperf3 -s
900952  38   0.26 iperf3 -s
900952  39  13.47 iperf3 -s
900952 sum  26.65 iperf3 -s
   PID CPU    PCT CMDLINE
900952   4   4.16 iperf3 -s
900952   5   5.05 iperf3 -s
900952   6   0.20 iperf3 -s
900952   7   0.01 iperf3 -s
900952  26   2.93 iperf3 -s
900952  27   1.88 iperf3 -s
900952  38   2.44 iperf3 -s
900952  39   9.60 iperf3 -s
900952 sum  26.27 iperf3 -s
   PID CPU    PCT CMDLINE
900952   4   0.84 iperf3 -s
900952   5   0.25 iperf3 -s
900952   6  11.84 iperf3 -s
900952   7   0.09 iperf3 -s
900952  18   0.06 iperf3 -s
900952  19   8.22 iperf3 -s
900952  24   1.43 iperf3 -s
900952  26   3.45 iperf3 -s
900952  27   0.79 iperf3 -s
900952  38   1.35 iperf3 -s
900952  39   3.22 iperf3 -s
900952 sum  31.54 iperf3 -s
   PID CPU    PCT CMDLINE
900952   6  18.32 iperf3 -s
900952   7   0.31 iperf3 -s
900952  18   0.54 iperf3 -s
900952  19   5.21 iperf3 -s
900952  25   0.96 iperf3 -s
900952  26   0.91 iperf3 -s
900952  27   0.24 iperf3 -s
900952  38   7.36 iperf3 -s
900952 sum  33.85 iperf3 -s
   PID CPU    PCT CMDLINE
900952   5   3.19 iperf3 -s
900952   6  18.34 iperf3 -s
900952   7   0.37 iperf3 -s
900952  18   3.22 iperf3 -s
900952  19   0.10 iperf3 -s
900952  26   3.51 iperf3 -s
900952  27   0.61 iperf3 -s
900952  38   4.44 iperf3 -s
900952  39   0.08 iperf3 -s
900952 sum  33.86 iperf3 -s
   PID CPU    PCT CMDLINE
900952   4   0.37 iperf3 -s
900952   7   0.18 iperf3 -s
900952  18   2.83 iperf3 -s
900952  19   0.01 iperf3 -s
900952  26   8.72 iperf3 -s
900952  27   8.93 iperf3 -s
900952  38   4.51 iperf3 -s
900952  39   0.56 iperf3 -s
900952 sum  26.11 iperf3 -s
   PID CPU    PCT CMDLINE
900952   4   1.07 iperf3 -s
900952   5   0.17 iperf3 -s
900952   7   6.42 iperf3 -s
900952  19   2.76 iperf3 -s
900952  27  13.16 iperf3 -s
900952  38   2.72 iperf3 -s
900952 sum  26.30 iperf3 -s
   PID CPU    PCT CMDLINE
900952   4   0.09 iperf3 -s
900952   5   0.19 iperf3 -s
900952   7   4.89 iperf3 -s
900952  18   1.23 iperf3 -s
900952  19   3.51 iperf3 -s
900952  24   3.62 iperf3 -s
900952  25   0.04 iperf3 -s
900952  26  10.11 iperf3 -s
900952  27   0.77 iperf3 -s
900952  38   0.56 iperf3 -s
900952  39   1.54 iperf3 -s
900952 sum  26.55 iperf3 -s
   PID CPU    PCT CMDLINE
900952   6   6.54 iperf3 -s
900952   7   0.04 iperf3 -s
900952  19  15.75 iperf3 -s
900952  26   4.96 iperf3 -s
900952  27   1.94 iperf3 -s
900952 sum  29.23 iperf3 -s
   PID CPU    PCT CMDLINE
900952  19   0.21 iperf3 -s
900952  24  12.26 iperf3 -s
900952 sum  12.47 iperf3 -s
   PID CPU    PCT CMDLINE
     0 sum   0.00 
   PID CPU    PCT CMDLINE
     0 sum   0.00 
   PID CPU    PCT CMDLINE
     0 sum   0.00 
